_id,OBJECTID,SEGMENT_ID,INSTALLED,UPGRADED,PRE_AMALGAMATION,STREET_NAME,FROM_STREET,TO_STREET,ROADCLASS,CNPCLASS,SURFACE,OWNER,DIR_LOWORDER,INFRA_LOWORDER,SEPA_LOWORDER,SEPB_LOWORDER,ORIG_LOWORDER_INFRA,DIR_HIGHORDER,INFRA_HIGHORDER,SEPA_HIGHORDER,SEPB_HIGHORDER,ORIG_HIGHORDER,BYLAWED,EDITOR,LAST_EDIT_DATE,UPGRADE_DESCRIPTION,CONVERTED,geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,1309,1309,2020,0, ,Ryding Ave,Cobalt Ave,30 m E of Cobalt Ave, , , , , , , , , , ,Bike Lane - Contraflow, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4775911062183, 43.6691750629251], [-79.4771667076935, 43.6692579892206]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,1310,1310,2021,0, ,Cambridge Ave,Danforth Ave,[30 m N] Danforth Ave, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.3603551251926, 43.6760249550552], [-79.3602756126102, 43.6763101637084]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,1311,1311,2022,0, ,Sheppard Ave W,Sunfield Rd,Sentinel Rd, , , , , , , , , , ,Bi-Directional Cycle Track, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4925375313489, 43.743462657541], [-79.4918360808866, 43.7436332366048]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,1312,1312,2016,2022, ,Keele St Bicycle Trl,[100 m S] Sheppard Ave W,Sheppard Ave W, , , , , ,Multi-Use Trail - Boulevard, , , , ,Multi-Use Trail - Boulevard, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4860316829618, 43.7439439366099], [-79.4862313902617, 43.7448172044892], [-79.4862098537879, 43.7450103678991]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,1313,1313,2021,0, ,Davenport Rd,Bracondale Hill Rd,Shaw St, , , , , , , , , , ,Bi-Directional Cycle Track, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4286707881034, 43.6747995751787], [-79.4281872653195, 43.6748081027392]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,1314,1314,2016,0, ,Don Mills Trl,Scarsdale Rd,Bond Ave, , , , , ,Multi-Use Trail, , , , ,Multi-Use Trail, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.3574306030545, 43.7532649149799], [-79.3574302460815, 43.7532635913586], [-79.3574202578043, 43.7532654421471], [-79.3572991063651, 43.7532879109629], [-79.3572070167985, 43.7533137644064], [-79.3570888618685, 43.7533502066009], [-79.3568859361194, 43.7534207831156], [-79.3567775394861, 43.7534631419908], [-79.3567123170075, 43.7534961126399], [-79.3566764381912, 43.7535184986384], [-79.3566366140337, 43.7535497998631], [-79.3557272792678, 43.753757528442], [-79.3556343836435, 43.7536738620394], [-79.3554427751284, 43.7534679605188], [-79.3553646579755, 43.7533789478692], [-79.3552644579868, 43.7532556396452], [-79.3551142071187, 43.7530583590629], [-79.3550169967072, 43.7529264762632], [-79.3548962367008, 43.752756011352], [-79.3547016491098, 43.7525056928609], [-79.3546218051117, 43.7524025906177], [-79.3545496996488, 43.7523088684129], [-79.3544968999336, 43.7522423273564], [-79.3544234819658, 43.7521523388961], [-79.3543449291051, 43.7520548638472], [-79.3542766760237, 43.751970507621], [-79.3542116323535, 43.7518941125069], [-79.3541910151816, 43.7518753637126], [-79.354154928535, 43.751835055306], [-79.3540931170835, 43.751757269061], [-79.3540133011929, 43.7516485496665], [-79.3538923030246, 43.7514761210912], [-79.3537519631647, 43.7512868083876], [-79.3536386829417, 43.7511274861551], [-79.3535214880192, 43.7509850180386], [-79.3532433746671, 43.7506204456809], [-79.353190589321, 43.7505492233953], [-79.3531480583209, 43.7505145231338], [-79.3531067971783, 43.7504835689882], [-79.3530668434702, 43.7504460726345], [-79.3530062918917, 43.7503823202765], [-79.3529309562341, 43.750286252551], [-79.3523643627163, 43.7495786126613], [-79.3522654934375, 43.7494342856365], [-79.3522643598248, 43.749430728696], [-79.3522529059128, 43.7493925667908], [-79.3522423336385, 43.7493543970227], [-79.3522353512373, 43.7493156738198], [-79.3522272377777, 43.7492774082153], [-79.3522200187654, 43.7492389727436], [-79.3522136565496, 43.7492005293778], [-79.3522080271812, 43.7491619879457], [-79.3522032672002, 43.7491233666264], [-79.3521994012836, 43.7490847284604], [-79.3521962554829, 43.7490461182289], [-79.3521938798186, 43.7490073919772], [-79.3521924976372, 43.7489686130027], [-79.3521917112882, 43.7489299068082], [-79.3521919307248, 43.7488911929128], [-79.3521928953471, 43.7488524079711], [-79.3521947165504, 43.7488136961465], [-79.3521973075927, 43.7487749853171], [-79.3522007551244, 43.7487363836094], [-79.35222681212, 43.7484965351969], [-79.3526507144659, 43.7458620421429], [-79.3527917176004, 43.7449989178096], [-79.3528082628792, 43.7448794750521], [-79.3528096151653, 43.7448697734886], [-79.3528045736997, 43.7448700010277]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,1315,1315,2019,0, ,Beltline Trl,Beltline Trl Branch,Marlee Ave, , , , , ,Multi-Use Trail, , , , ,Multi-Use Trail, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4444780541183, 43.7008268881038], [-79.4426146322602, 43.7012549868557], [-79.4424874514729, 43.7012641492491], [-79.4423666362967, 43.7012594797424], [-79.4408182501243, 43.7016015293273]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,1316,1316,2016,0, ,Niagara St,Richmond St W,Richmond St W, , , , , ,Sharrows - Wayfinding, , , , ,Sharrows - Wayfinding, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.409605063947, 43.6452975094914], [-79.4094796020386, 43.6450132549969]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,1317,1317,2016,0, ,Palace Pier Crt,Waterfront Dr,Humber Bay Shores Park Trl, , , , , ,Sharrows - Wayfinding, , , , ,Sharrows - Wayfinding, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4740239975709, 43.6305552691786], [-79.4729905298535, 43.6300787839788]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,1318,1318,2017,0, ,Bridgman Ave,Howland Ave,Howland Ave, , , , , ,Sharrows - Wayfinding, , , , ,Sharrows - Wayfinding, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4123256345268, 43.6748432594454], [-79.4125963223508, 43.6747930593328], [-79.412611218856, 43.6748086250066]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,1319,1319,2017,0, ,Cottingham Rd,Davenport Rd,Poplar Plains Rd, , , , , ,Sharrows - Wayfinding, , , , ,Sharrows - Wayfinding, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4031879034722, 43.6780420927626], [-79.4031963625137, 43.6780416498606], [-79.4038038505424, 43.6780097309509], [-79.4038042970654, 43.6780097043227], [-79.404324454244, 43.6779504081265], [-79.4048644298791, 43.677898489136], [-79.4052223964714, 43.6778108526263], [-79.4052335503509, 43.6778081164719]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,1320,1320,2020,0, ,Ossington St,Dewson St,Dewson St, , , , , ,Sharrows - Arterial - Connector, , , , ,Sharrows - Arterial - Connector, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4237027700418, 43.6569789418997], [-79.423757099646, 43.6571047630186]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,1321,1321,2018,0, ,Chorley Park Trl,Chorley Park,Beltline Trl, , , , , ,Multi-Use Trail - Entrance, , , , ,Multi-Use Trail - Entrance, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.3696599184383, 43.6865320574268], [-79.3690286299457, 43.687119156925], [-79.3689610932133, 43.6871288729404], [-79.3689252316696, 43.687066785849], [-79.3690335323121, 43.6869297571397], [-79.3691601501224, 43.686645785022], [-79.3694442505175, 43.6863717951431], [-79.3689172930038, 43.6865769348605], [-79.3687549501281, 43.686730229795], [-79.3686331768389, 43.6868509234014], [-79.3684166734406, 43.6870792714595], [-79.3684985352668, 43.6866842174854], [-79.3683453106192, 43.6867852787642], [-79.3682414970348, 43.6869288469424], [-79.3681149816193, 43.6871638330605], [-79.3680655413119, 43.6871343867565], [-79.3680889316202, 43.6867229372145], [-79.367900694502, 43.6867030429886]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,1322,1322,2019,0, ,New Trail,Fort York Trail,Strachan Ave, , , , , ,Multi-Use Trail - Boulevard, , , , ,Multi-Use Trail - Boulevard, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.407502989164, 43.6382497051482], [-79.4074248724157, 43.6380620891605], [-79.4077310785748, 43.6380866584475], [-79.4080180178921, 43.6382050417992], [-79.4083098462972, 43.6382469796306], [-79.4084582011056, 43.6382401494593], [-79.4086688175863, 43.6381881909287], [-79.4087791814869, 43.6379867111415], [-79.4087604376924, 43.6377190941407], [-79.4089813178796, 43.6372049312966], [-79.4090772044901, 43.6370764228631], [-79.4093787443914, 43.6370280008255], [-79.4096657528036, 43.6370907875844], [-79.4099238345186, 43.6373029827683]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,1323,1323,2022,0, ,BARTLETT AVE,DAVENPORT RD,GEARY AVE, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.436799571797, 43.669956748192], [-79.4369831161035, 43.6704039365693], [-79.4381607760387, 43.67327308664], [-79.4383473290114, 43.6737084014485]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,1324,1324,2022,0, ,BARTLETT AVE,GEARY AVE,CP RAIL TRACKS, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4368179161884, 43.6699529957767], [-79.436799571797, 43.669956748192], [-79.4366442433237, 43.6695665985571], [-79.4366335327945, 43.6695396966442]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,1325,1325,2022,0, ,BARTLETT AVE,CP RAIL TRACKS,HALLAM ST, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4353988374452, 43.6663977112763], [-79.435391246997, 43.6663993362283], [-79.436224464477, 43.6684279217144], [-79.4362594175772, 43.6685130128026], [-79.4363380686014, 43.6687044789625], [-79.4364384516921, 43.6689488849784], [-79.4366343338449, 43.6695208573029]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,1326,1326,2022,0, ,BARTLETT AVE,HALLAM ST,SHANLY ST, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4353988374452, 43.6663977112763], [-79.4349655699712, 43.6653911251839], [-79.434518117777, 43.6643405936123], [-79.4341828725682, 43.6635026013973]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,1327,1327,2022,0, ,BARTLETT AVE,SHANLY ST,BLOOR ST W, , , , , ,Sharrows, , , , ,Bike Lane - Contraflow, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4341828725682, 43.6635026013973], [-79.43383798909, 43.6626656106485], [-79.4335846964509, 43.6620508881355], [-79.4335770174385, 43.6620320798691], [-79.4331979581612, 43.6611027313243], [-79.4330733552618, 43.6607972248265], [-79.4329168762239, 43.6603919645712]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,1328,1328,2022,0, ,BLOOR ST W,[50 M W] BARTLETT AVE,SALEM AVE, , , , , ,N/A, , , , ,Bi-Directional Cycle Track, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4336803846757, 43.6606604071181], [-79.4333806094527, 43.6607279679279], [-79.4330733552618, 43.6607972248265], [-79.4324193363255, 43.6609411856095]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
