Country,City,Province,Start Station Name,Count,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,,,,,,,,,,,,,,,,,,,,Start Station Name,Count
Canada,Toronto,Ontario,Cariboo St / Rail Path,2642,43.71994,-79.420462,1,street_center,,Caribou Rd,,,North York,ON,,M5N,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Cariboo St / Rail Path,2642
Canada,Toronto,Ontario,Carlaw Ave / Danforth Ave,6005,43.67845,-79.347327,1,intersection,,Danforth Ave,,,Toronto,ON,,M4K,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Carlaw Ave / Danforth Ave,6005
Canada,Toronto,Ontario,Carlaw Ave / Dundas St E,11446,43.664834,-79.341598,1,intersection,,Dundas St E,,,Toronto,ON,,M4M,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Carlaw Ave / Dundas St E,11446
Canada,Toronto,Ontario,Carlaw Ave / Strathcona Ave,3729,43.671656,-79.344403,0.91,intersection,,Carlaw Ave,,,Toronto,ON,,M4K,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Carlaw Ave / Strathcona Ave,3729
Canada,Toronto,Ontario,Carlton St / Parliament St,20008,43.664277,-79.36797,1,intersection,,Parliament St,,,Toronto,ON,,M5A,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Carlton St / Parliament St,20008
Canada,Toronto,Ontario,Central Tech  (Harbord St),14130,43.609485,-79.492471,0.9,street_center,,Central St,,,Etobicoke,ON,,M8V,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Central Tech  (Harbord St),14130
Canada,Toronto,Ontario,Charles St E / Jarvis St - SMART,11804,43.668887,-79.37944,0.95,intersection,,Jarvis St,,,Toronto,ON,,M4Y,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Charles St E / Jarvis St - SMART,11804
Canada,Toronto,Ontario,Charles St W / Balmuto St - SMART,24860,43.66847,-79.387404,0.97,intersection,,Charles St W,,,Toronto,ON,,M4Y,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Charles St W / Balmuto St - SMART,24860
Canada,Toronto,Ontario,Cherry Beach,12183,43.648425,-79.355341,1,point,,Cherry St,,,Toronto,ON,,M5A,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Cherry Beach,12183
Canada,Toronto,Ontario,Cherry Beach Sports Field (55 Unwin Ave),3492,43.64504,-79.335745,1,street_center,,Unwin Ave,,,Toronto,ON,,M5A,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Cherry Beach Sports Field (55 Unwin Ave),3492
Canada,Toronto,Ontario,Cherry St / Distillery Ln,7130,43.650291,-79.356926,1,intersection,,Cherry St,,,Toronto,ON,,M5A,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Cherry St / Distillery Ln,7130
Canada,Toronto,Ontario,Cherry St / Mill St,11619,43.65133,-79.357392,1,intersection,,Mill St,,,Toronto,ON,,M5A,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Cherry St / Mill St,11619
Canada,Toronto,Ontario,Chester Station,5100,43.679906,-79.35247,0.95,street_center,,Chester Ave,,,Toronto,ON,,M4K,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Chester Station,5100
Canada,Toronto,Ontario,Chiltern Hill Rd / Eglinton Ave W,1109,43.700519,-79.42776,1,intersection,,Eglinton Ave W,,,York,ON,,M6C,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Chiltern Hill Rd / Eglinton Ave W,1109
Canada,Toronto,Ontario,Chorley Park - SMART,2688,43.668301,-79.388228,0.9,point,,Charles St W,,,Toronto,ON,,M4Y,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Chorley Park - SMART,2688
Canada,Toronto,Ontario,Christie St / Benson Ave (Wychwood Barns),4242,43.679984,-79.42503,1,intersection,,Christie St,,,Toronto,ON,,M6G,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Christie St / Benson Ave (Wychwood Barns),4242
Canada,Toronto,Ontario,Church St  / Wood St,25773,43.662824,-79.379742,1,intersection,,Church St,,,Toronto,ON,,M4Y,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Church St  / Wood St,25773
Canada,Toronto,Ontario,Church St / Alexander St,18987,43.663693,-79.380103,1,intersection,,Church St,,,Toronto,ON,,M4Y,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Church St / Alexander St,18987
Canada,Toronto,Ontario,Church St / Bloor St E,16235,43.671039,-79.383143,1,intersection,,Church St,,,Toronto,ON,,M4W,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Church St / Bloor St E,16235
Canada,Toronto,Ontario,Church St / Dundas St E - SMART,9023,43.656493,-79.377134,1,intersection,,Dundas St E,,,Toronto,ON,,M5B,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Church St / Dundas St E - SMART,9023
Canada,Toronto,Ontario,Church St / Lombard St,13873,43.651802,-79.37519,1,intersection,,Church St,,,Toronto,ON,,M5C,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Church St / Lombard St,13873
Canada,Toronto,Ontario,Claremont St / Dundas St W,12389,43.65117,-79.411589,1,intersection,,Dundas St W,,,Toronto,ON,,M6J,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Claremont St / Dundas St W,12389
Canada,Toronto,Ontario,Clarence Square,12865,43.643611,-79.394158,1,point,,Clarence Sq,,,Toronto,ON,,M5V,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Clarence Square,12865
Canada,Toronto,Ontario,Clendenan Ave / Rowland St - SMART,1144,43.660296,-79.471399,1,intersection,,Clendenan Ave,,,Toronto,ON,,M6P,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Clendenan Ave / Rowland St - SMART,1144
Canada,Toronto,Ontario,College Park - Yonge St Entrance,35673,43.65417,-79.407463,0.6,street_center,,College Pl,,,Toronto,ON,,M5T,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,College Park - Yonge St Entrance,35673
Canada,Toronto,Ontario,College Park South,20616,43.65417,-79.407463,0.6,street_center,,College Pl,,,Toronto,ON,,M5T,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,College Park South,20616
Canada,Toronto,Ontario,College Park- Gerrard Entrance,25013,43.65417,-79.407463,0.6,street_center,,College Pl,,,Toronto,ON,,M5T,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,College Park- Gerrard Entrance,25013
Canada,Toronto,Ontario,College St / Borden St,13148,43.656963,-79.405167,0.98,intersection,,College St,,,Toronto,ON,,M5T,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,College St / Borden St,13148
Canada,Toronto,Ontario,College St / Crawford St,18184,43.655154,-79.419024,1,intersection,,College St,,,Toronto,ON,,M6G,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,College St / Crawford St,18184
Canada,Toronto,Ontario,College St / Huron St,29071,43.658261,-79.398183,1,intersection,,Huron St,,,Toronto,ON,,M5T,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,College St / Huron St,29071
Canada,Toronto,Ontario,College St / Major St,29478,43.657357,-79.403161,0.98,intersection,,College St,,,Toronto,ON,,M5T,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,College St / Major St,29478
Canada,Toronto,Ontario,College St / Markham St,25766,43.65622,-79.408951,1,intersection,,College St,,,Toronto,ON,,M6G,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,College St / Markham St,25766
Canada,Toronto,Ontario,Colonel Danforth Park,624,43.779792,-79.162949,0.9,street_center,,Colonel Danforth Trl,,,Scarborough,ON,,M1C,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Colonel Danforth Park,624
Canada,Toronto,Ontario,Concord Av / Dewson St,6774,43.656702,-79.424918,1,intersection,,Concord Ave,,,Toronto,ON,,M6H,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Concord Av / Dewson St,6774
Canada,Toronto,Ontario,Concord Ave / Bloor St W,9642,43.661726,-79.426851,1,intersection,,Bloor St W,,,Toronto,ON,,M6H,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Concord Ave / Bloor St W,9642
Canada,Toronto,Ontario,Cosburn Ave / Cedarvale Ave,1112,43.696823,-79.315637,1,intersection,,Cosburn Ave,,,East York,ON,,M4C,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Cosburn Ave / Cedarvale Ave,1112
Canada,Toronto,Ontario,Cosburn Ave / Donlands Ave,2672,43.691162,-79.341679,1,intersection,,Donlands Ave,,,East York,ON,,M4J,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Cosburn Ave / Donlands Ave,2672
Canada,Toronto,Ontario,Cosburn Ave / Durant Ave,967,43.693711,-79.329957,1,intersection,,Cosburn Ave,,,East York,ON,,M4J,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Cosburn Ave / Durant Ave,967
Canada,Toronto,Ontario,Coxwell Ave /  Lake Shore Blvd E,3206,43.662326,-79.314839,1,intersection,,Coxwell Ave,,,Toronto,ON,,M7Y,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Coxwell Ave /  Lake Shore Blvd E,3206
Canada,Toronto,Ontario,Coxwell Ave / Plains Rd,941,43.695935,-79.328766,1,intersection,,Coxwell Ave,,,East York,ON,,M4J,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Coxwell Ave / Plains Rd,941
Canada,Toronto,Ontario,Crawford St / Queen St W,9123,43.644969,-79.415063,1,intersection,,Queen St W,,,Toronto,ON,,M6J,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Crawford St / Queen St W,9123
Canada,Toronto,Ontario,Cumberland Ave / Bay St SMART,11314,43.670557,-79.389829,1,intersection,,Bay St,,,Toronto,ON,,M5R,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Cumberland Ave / Bay St SMART,11314
Canada,Toronto,Ontario,D'Arcy St / Spadina Ave - SMART,1260,43.652209,-79.397649,0.96,intersection,,Spadina Ave,,,Toronto,ON,,M5T,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,D'Arcy St / Spadina Ave - SMART,1260
Canada,Toronto,Ontario,D'Arcy St. /McCaul St. SMART,11034,43.654947,-79.393564,0.72,intersection,,D Arcy St,,,Toronto,ON,,M5T,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,D'Arcy St. /McCaul St. SMART,11034
Canada,Toronto,Ontario,Dalton Rd / Bloor St W,16134,43.665906,-79.407467,0.96,intersection,,Bloor St W,,,Toronto,ON,,M5S,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dalton Rd / Bloor St W,16134
Canada,Toronto,Ontario,Danforth Ave / Aldridge Ave,1933,43.684735,-79.317166,1,intersection,,Danforth Ave,,,Toronto,ON,,M4C,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Danforth Ave / Aldridge Ave,1933
Canada,Toronto,Ontario,Danforth Ave / Barrington Ave,3480,43.688329,-79.301008,0.98,intersection,,Danforth Ave,,,Toronto,ON,,M4C,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Danforth Ave / Barrington Ave,3480
Canada,Toronto,Ontario,Danforth Ave / Coxwell Ave,5504,43.683363,-79.323631,1,intersection,,Coxwell Ave,,,Toronto,ON,,M4J,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Danforth Ave / Coxwell Ave,5504
Canada,Toronto,Ontario,Danforth Ave / Dewhurst Blvd,2955,43.68001,-79.339419,0.98,intersection,,Danforth Ave,,,Toronto,ON,,M4J,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Danforth Ave / Dewhurst Blvd,2955
Canada,Toronto,Ontario,Danforth Ave / Ellerbeck St,6556,43.67668,-79.356357,0.98,intersection,,Danforth Ave,,,Toronto,ON,,M4K,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Danforth Ave / Ellerbeck St,6556
Canada,Toronto,Ontario,Danforth Ave / Gough Ave,5451,43.678659,-79.346254,1,intersection,,Danforth Ave,,,Toronto,ON,,M4K,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Danforth Ave / Gough Ave,5451
Canada,Toronto,Ontario,Danforth Ave / Lamb Ave,5108,43.682127,-79.329332,1,intersection,,Danforth Ave,,,Toronto,ON,,M4J,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Danforth Ave / Lamb Ave,5108
Canada,Toronto,Ontario,Danforth Ave / Westlake Ave,2442,43.687473,-79.30498,1,intersection,,Danforth Ave,,,Toronto,ON,,M4C,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Danforth Ave / Westlake Ave,2442
Canada,Toronto,Ontario,Davenport Rd / Avenue Rd,9802,43.674486,-79.431887,0.9,street_center,,Davenport Rd,,,Toronto,ON,,M6H,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Davenport Rd / Avenue Rd,9802
Canada,Toronto,Ontario,Davenport Rd / Bathurst St,3252,43.676705,-79.415758,1,intersection,,Bathurst St,,,Toronto,ON,,M5R,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Davenport Rd / Bathurst St,3252
Canada,Toronto,Ontario,Davenport Rd / Bedford Rd,8578,43.674371,-79.399837,1,intersection,,Davenport Rd,,,Toronto,ON,,M5R,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Davenport Rd / Bedford Rd,8578
Canada,Toronto,Ontario,Davenport Rd / Christie St,4180,43.675558,-79.423078,1,intersection,,Christie St,,,Toronto,ON,,M6G,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Davenport Rd / Christie St,4180
Canada,Toronto,Ontario,Davenport Rd / Lansdowne Ave,2477,43.671555,-79.448289,1,intersection,,Davenport Rd,,,Toronto,ON,,M6H,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Davenport Rd / Lansdowne Ave,2477
Canada,Toronto,Ontario,Davenport Rd / McAlpine St - SMART,3223,43.673912,-79.391538,0.8,intersection,,McAlpine St,,,Toronto,ON,,M5R,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Davenport Rd / McAlpine St - SMART,3223
Canada,Toronto,Ontario,Davenport Rd / Oakwood Rd - SMART,2436,43.6744,-79.433777,0.79,intersection,,Davenport Rd,,,Toronto,ON,,M6H,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Davenport Rd / Oakwood Rd - SMART,2436
Canada,Toronto,Ontario,Davisville Ave / Pailton Cres,2544,43.699483,-79.390867,1,intersection,,Davisville Ave,,,Toronto,ON,,M4S,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Davisville Ave / Pailton Cres,2544
Canada,Toronto,Ontario,Dawes Rd / Taylor Creek Trl,1029,43.69382,-79.297087,0.9,street_center,,Dawes Rd,,,East York,ON,,M4C,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dawes Rd / Taylor Creek Trl,1029
Canada,Toronto,Ontario,Dentonia Park,997,43.692378,-79.294037,1,street_center,,Dentonia Park Ave,,,East York,ON,,M4C,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dentonia Park,997
Canada,Toronto,Ontario,Donlands Station,2994,43.687143,-79.339832,1,street_center,,Donlands Ave,,,East York,ON,,M4J,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Donlands Station,2994
Canada,Toronto,Ontario,Dovercourt Rd / Harrison St (Green P) - SMART,4081,43.647804,-79.424052,0.95,intersection,,Dovercourt Rd,,,Toronto,ON,,M6J,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dovercourt Rd / Harrison St (Green P) - SMART,4081
Canada,Toronto,Ontario,Dufferin Gate - SMART,3512,43.682933,-79.444842,1,street_center,,Dufferin St,,,Toronto,ON,,M6E,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dufferin Gate - SMART,3512
Canada,Toronto,Ontario,Dufferin St / Bloor St,3815,43.65988,-79.435357,0.8,intersection,,Bloor St W,,,Toronto,ON,,M6H,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dufferin St / Bloor St,3815
Canada,Toronto,Ontario,Dufferin St / Finch Hydro Recreational Trail,386,43.768845,-79.466917,0.8,intersection,,Finch Ave W,,,North York,ON,,M3H,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dufferin St / Finch Hydro Recreational Trail,386
Canada,Toronto,Ontario,Dufferin St / Sylvan Av (Dufferin Grove Park),9612,43.651737,-79.43223,0.93,intersection,,Dufferin St,,,Toronto,ON,,M6K,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dufferin St / Sylvan Av (Dufferin Grove Park),9612
Canada,Toronto,Ontario,Dundas St E / Boulton Ave - SMART,5803,43.663174,-79.348205,1,intersection,,Dundas St E,,,Toronto,ON,,M4M,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundas St E / Boulton Ave - SMART,5803
Canada,Toronto,Ontario,Dundas St E / Broadview Ave,9707,43.662443,-79.351349,1,intersection,,Dundas St E,,,Toronto,ON,,M4M,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundas St E / Broadview Ave,9707
Canada,Toronto,Ontario,Dundas St E / George St,8251,43.657296,-79.373442,1,intersection,,Dundas St E,,,Toronto,ON,,M5A,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundas St E / George St,8251
Canada,Toronto,Ontario,Dundas St E / Parliament St,16013,43.659432,-79.366005,1,intersection,,Parliament St,,,Toronto,ON,,M5A,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundas St E / Parliament St,16013
Canada,Toronto,Ontario,Dundas St E / Pembroke St - SMART,6500,43.658163,-79.372377,1,intersection,,Dundas St E,,,Toronto,ON,,M5A,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundas St E / Pembroke St - SMART,6500
Canada,Toronto,Ontario,Dundas St E / Regent Park Blvd,30299,43.66036,-79.361783,1,intersection,,Dundas St E,,,Toronto,ON,,M5A,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundas St E / Regent Park Blvd,30299
Canada,Toronto,Ontario,Dundas St E / Victoria St,552,43.656285,-79.379563,1,intersection,,Dundas St E,,,Toronto,ON,,M5B,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundas St E / Victoria St,552
Canada,Toronto,Ontario,Dundas St W / Crawford St,21296,43.650057,-79.417062,1,intersection,,Dundas St W,,,Toronto,ON,,M6J,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundas St W / Crawford St,21296
Canada,Toronto,Ontario,Dundas St W / Edna Ave,6255,43.65728,-79.4527,1,intersection,,Dundas St W,,,Toronto,ON,,M6P,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundas St W / Edna Ave,6255
Canada,Toronto,Ontario,Dundas St W / Roncesvalles Green P - SMART,3213,43.653874,-79.451833,1,intersection,,Dundas St W,,,Toronto,ON,,M6R,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundas St W / Roncesvalles Green P - SMART,3213
Canada,Toronto,Ontario,Dundas St W / St Helen Ave - SMART,3099,43.650278,-79.441013,0.99,intersection,,Dundas St W,,,Toronto,ON,,M6H,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundas St W / St Helen Ave - SMART,3099
Canada,Toronto,Ontario,Dundas St W / St. Patrick St,20528,43.654493,-79.39037,1,intersection,,Dundas St W,,,Toronto,ON,,M5T,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundas St W / St. Patrick St,20528
Canada,Toronto,Ontario,Dundas St W / Watkinson Ave,26,43.664964,-79.460292,0.98,intersection,,Dundas St W,,,Toronto,ON,,M6P,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundas St W / Watkinson Ave,26
Canada,Toronto,Ontario,Dundas St W / Yonge St,35886,43.656322,-79.380913,0.8,intersection,,Yonge St,,,Toronto,ON,,M5B,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundas St W / Yonge St,35886
Canada,Toronto,Ontario,Dundonald St / Church St,15215,43.666696,-79.38135,1,intersection,,Church St,,,Toronto,ON,,M4Y,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dundonald St / Church St,15215
Canada,Toronto,Ontario,Dupont St / Emerson Ave SMART,991,43.667206,-79.444173,1,intersection,,Dupont St,,,Toronto,ON,,M6H,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Dupont St / Emerson Ave SMART,991
Canada,Toronto,Ontario,Durie St / Dundas St W,1584,43.665607,-79.484809,1,intersection,,Dundas St W,,,York,ON,,M6S,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Durie St / Dundas St W,1584
Canada,Toronto,Ontario,E.T. Seton Park (Eglinton Ave E / Leslie St),1505,43.671948,-79.333798,0.9,street_center,,Leslie St,,,Toronto,ON,,M4M,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,E.T. Seton Park (Eglinton Ave E / Leslie St),1505
Canada,Toronto,Ontario,East Lynn Ave / Danforth Ave,2247,43.685148,-79.315256,1,intersection,,Danforth Ave,,,Toronto,ON,,M4C,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,East Lynn Ave / Danforth Ave,2247
Canada,Toronto,Ontario,Eastern Ave / Winnifred Ave,1568,43.659217,-79.335139,0.98,intersection,,Eastern Ave,,,Toronto,ON,,M4M,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Eastern Ave / Winnifred Ave,1568
Canada,Toronto,Ontario,Eastwood Rd / Coxwell Ave,4173,43.670705,-79.318368,0.94,intersection,,Coxwell Ave,,,Toronto,ON,,M4L,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Eastwood Rd / Coxwell Ave,4173
Canada,Toronto,Ontario,Eastwood Rd / Woodbine Ave - SMART,1718,43.676457,-79.30895,1,intersection,,Woodbine Ave,,,Toronto,ON,,M4L,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Eastwood Rd / Woodbine Ave - SMART,1718
Canada,Toronto,Ontario,Edward St / Yonge St,27291,43.657019,-79.381198,1,intersection,,Yonge St,,,Toronto,ON,,M5B,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Edward St / Yonge St,27291
Canada,Toronto,Ontario,Eglinton Ave E / Redpath Ave,3524,43.707857,-79.392803,1,intersection,,Eglinton Ave E,,,Toronto,ON,,M4P,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Eglinton Ave E / Redpath Ave,3524
Canada,Toronto,Ontario,Eglinton Ave W / Henning Ave SMART,1284,43.706028,-79.401726,0.98,intersection,,Eglinton Ave W,,,Toronto,ON,,M4R,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Eglinton Ave W / Henning Ave SMART,1284
Canada,Toronto,Ontario,Eglinton Ave W / Scarlett Rd,978,43.684,-79.511479,1,intersection,,Eglinton Ave W,,,Etobicoke,ON,,M9A,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Eglinton Ave W / Scarlett Rd,978
Canada,Toronto,Ontario,Elizabeth St / Edward St (Bus Terminal),20909,43.656126,-79.385515,1,intersection,,Elizabeth St,,,Toronto,ON,,M5G,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Elizabeth St / Edward St (Bus Terminal),20909
Canada,Toronto,Ontario,Ellis Ave / The Queensway,1702,43.638213,-79.466948,1,street_center,,Ellis Ave,,,Toronto,ON,,M6S,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Ellis Ave / The Queensway,1702
Canada,Toronto,Ontario,Elm St/ University Ave (East Side),9830,43.656376,-79.388819,1,intersection,,University Ave,,,Toronto,ON,,M5G,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Elm St/ University Ave (East Side),9830
Canada,Toronto,Ontario,Elwood Blvd / Avenue Rd,884,43.645415,-79.387361,0.5,place,,,,,Toronto,ON,,M5V,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Elwood Blvd / Avenue Rd,884
Canada,Toronto,Ontario,Emerson Ave / Bloor St W,6171,43.658774,-79.440731,0.98,intersection,,Bloor St W,,,Toronto,ON,,M6H,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Emerson Ave / Bloor St W,6171
Canada,Toronto,Ontario,Erskine Ave / Yonge St SMART,1776,43.702502,-79.397488,0.64,intersection,,Yonge St,,,Toronto,ON,,M5P,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Erskine Ave / Yonge St SMART,1776
Canada,Toronto,Ontario,Essex St / Christie St - SMART,5758,43.668335,-79.420278,1,intersection,,Christie St,,,Toronto,ON,,M6G,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Essex St / Christie St - SMART,5758
Canada,Toronto,Ontario,Esther Shiner Stadium,867,43.768333,-79.370469,0.9,point,,Esther Shiner Blvd,,,North York,ON,,M2K,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Esther Shiner Stadium,867
Canada,Toronto,Ontario,Euclid Ave / Bloor St W,10010,43.664334,-79.414851,1,intersection,,Bloor St W,,,Toronto,ON,,M6G,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Euclid Ave / Bloor St W,10010
Canada,Toronto,Ontario,Euclid Ave / Herrick St - SMART,6655,43.660757,-79.41342,0.97,intersection,,Euclid Ave,,,Toronto,ON,,M6G,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Euclid Ave / Herrick St - SMART,6655
Canada,Toronto,Ontario,Exhibition GO (Atlantic Ave),6170,43.637731,-79.420336,1,point,,Atlantic Ave,,,Toronto,ON,,M6K,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Exhibition GO (Atlantic Ave),6170
Canada,Toronto,Ontario,Exhibition GO Station,3609,43.608709,-79.532784,0.9,street_center,,Goa Ct,,,Etobicoke,ON,,M8W,CA,CanVec+ by Natural Resources Canada,,,,,,,,,,,,,,,,,,,,Exhibition GO Station,3609
